<DATE> <TIME> <OPEN> <HIGH> <LOW> <CLOSE> <VOL>
240110 170000 275.2300000 276.0000000 275.0600000 275.5800000 2324280
240110 173000 275.5900000 275.8000000 275.3100000 275.6200000 887700
240110 180000 275.6200000 275.8000000 275.3900000 275.5000000 659090
240110 183000 275.4100000 275.6800000 275.3300000 275.6800000 333830
240110 190000 275.5500000 275.7500000 275.4600000 275.5200000 158860
240110 193000 275.5200000 275.5800000 275.4000000 275.4700000 144420
240110 200000 275.4600000 275.5900000 275.2900000 275.2900000 169170
240110 203000 275.2900000 275.4000000 275.2500000 275.3200000 133510
240110 210000 275.3200000 275.3200000 273.6400000 274.3500000 1893010
240110 213000 274.2900000 274.7100000 274.1000000 274.5000000 635420
240110 220000 274.4900000 274.6200000 274.4000000 274.5500000 324820
240110 223000 274.5300000 274.7100000 274.0700000 274.4700000 589010
240110 230000 274.4700000 274.5700000 274.2900000 274.3200000 143920
240110 233000 274.3300000 274.6800000 274.2600000 274.4900000 230290
240111 100000 274.6200000 275.5000000 274.0100000 275.2600000 2254130
240111 103000 275.2600000 275.2600000 274.7700000 274.8500000 1109690
240111 110000 274.8500000 274.8500000 274.0800000 274.3300000 1192510
240111 113000 274.3400000 274.6000000 274.2100000 274.4000000 736440
240111 120000 274.3900000 275.1200000 274.3600000 275.0600000 1413480
240111 123000 275.0700000 275.1500000 275.0000000 275.0500000 696360
240111 130000 275.0300000 275.1200000 274.7200000 274.8500000 661210
240111 133000 274.8500000 275.3000000 274.8100000 275.1700000 757490
240111 140000 275.1800000 275.2800000 275.0400000 275.2700000 345400
240111 143000 275.2700000 275.3000000 274.9000000 274.9700000 564590
240111 150000 274.9700000 275.2700000 274.8800000 275.1600000 669920
240111 153000 275.1500000 275.1800000 274.5100000 274.5900000 560290
240111 160000 274.5900000 274.6000000 274.2000000 274.5000000 1048090
240111 163000 274.5000000 274.6000000 274.4800000 274.5600000 343000
240111 170000 274.5700000 274.5900000 274.4500000 274.4700000 324350
240111 173000 274.4600000 275.5600000 274.1000000 275.5600000 1748950
240111 180000 275.5600000 275.7500000 275.3300000 275.4700000 1562740
240111 183000 275.4800000 275.9000000 275.3900000 275.9000000 1241090
240111 190000 275.5100000 275.9000000 275.3900000 275.8200000 594600
240111 193000 275.8200000 275.8400000 275.4700000 275.6700000 214810
240111 200000 275.6700000 275.7200000 275.3900000 275.5900000 201100
240111 203000 275.5900000 275.9700000 275.5600000 275.7700000 383710
240111 210000 275.7600000 275.8200000 275.5200000 275.5400000 145620
